gene_id	gene_type	gene_name
ENSMUSG00000086595	lncRNA	Gm12214
ENSMUSG00000018899	protein_coding	Irf1
ENSMUSG00000081769	protein_coding	Gm12216
ENSMUSG00000018900	protein_coding	Slc22a5
ENSMUSG00000063652	protein_coding	Slc22a21
ENSMUSG00000020334	protein_coding	Slc22a4
ENSMUSG00000020388	protein_coding	Pdlim4
ENSMUSG00000018906	protein_coding	P4ha2
ENSMUSG00000086209	lncRNA	4933405E24Rik
ENSMUSG00000018916	protein_coding	Csf2
ENSMUSG00000085585	lncRNA	Gm12223
ENSMUSG00000018914	protein_coding	Il3
ENSMUSG00000020333	protein_coding	Acsl6
ENSMUSG00000085888	lncRNA	Gm12224
ENSMUSG00000020332	protein_coding	Meikin
ENSMUSG00000035992	protein_coding	Fnip1
ENSMUSG00000037533	protein_coding	Rapgef6
ENSMUSG00000052298	protein_coding	Cdc42se2
ENSMUSG00000086039	lncRNA	Gm12227
ENSMUSG00000086789	lncRNA	Lyrm7os
ENSMUSG00000020268	protein_coding	Lyrm7
ENSMUSG00000020267	protein_coding	Hint1
ENSMUSG00000018339	protein_coding	Gpx3
ENSMUSG00000020400	protein_coding	Tnip1
ENSMUSG00000018340	protein_coding	Anxa6
ENSMUSG00000049588	protein_coding	Ccdc69
ENSMUSG00000000594	protein_coding	Gm2a
ENSMUSG00000049491	protein_coding	Slc36a3
ENSMUSG00000085531	lncRNA	Slc36a3os
ENSMUSG00000020264	protein_coding	Slc36a2
ENSMUSG00000084980	lncRNA	Slc36a1os
ENSMUSG00000020261	protein_coding	Slc36a1
ENSMUSG00000055333	protein_coding	Fat2
ENSMUSG00000018593	protein_coding	Sparc
ENSMUSG00000018585	protein_coding	Atox1
ENSMUSG00000018583	protein_coding	G3bp1
ENSMUSG00000087342	lncRNA	Gm12238
ENSMUSG00000000263	protein_coding	Glra1
ENSMUSG00000086460	lncRNA	Gm12236
ENSMUSG00000086020	lncRNA	Gm12239
ENSMUSG00000037393	protein_coding	Nmur2
ENSMUSG00000020524	protein_coding	Gria1
ENSMUSG00000020523	protein_coding	Fam114a2
ENSMUSG00000020522	protein_coding	Mfap3
ENSMUSG00000086028	lncRNA	Gm12243
ENSMUSG00000085719	lncRNA	4933424L21Rik
ENSMUSG00000020520	protein_coding	Galnt10
ENSMUSG00000086933	lncRNA	4933426K07Rik
ENSMUSG00000087165	lncRNA	2010001A14Rik
ENSMUSG00000020519	protein_coding	Sap30l
ENSMUSG00000037335	protein_coding	Hand1
ENSMUSG00000086666	lncRNA	Gm12249
ENSMUSG00000037331	protein_coding	Larp1
ENSMUSG00000086962	protein_coding	Gm12248
ENSMUSG00000020515	protein_coding	Cnot8
ENSMUSG00000037275	protein_coding	Gemin5
ENSMUSG00000087629	lncRNA	Gm12246
ENSMUSG00000020514	protein_coding	Mrpl22
ENSMUSG00000078853	protein_coding	Igtp
ENSMUSG00000069874	protein_coding	Irgm2
ENSMUSG00000069873	protein_coding	4930438A08Rik
ENSMUSG00000037243	protein_coding	Zfp692
ENSMUSG00000049755	protein_coding	Zfp672
ENSMUSG00000087347	lncRNA	1700047K16Rik
ENSMUSG00000013646	protein_coding	Sh3bp5l
ENSMUSG00000013643	protein_coding	Lypd8
ENSMUSG00000013653	protein_coding	1810065E05Rik
ENSMUSG00000058287	protein_coding	Gm12253
ENSMUSG00000052642	protein_coding	Lypd9
ENSMUSG00000043314	protein_coding	Olfr30
ENSMUSG00000050813	protein_coding	Olfr332
ENSMUSG00000058807	protein_coding	Olfr331
ENSMUSG00000050818	protein_coding	Olfr330
ENSMUSG00000064252	protein_coding	Olfr329-ps
ENSMUSG00000057654	protein_coding	Olfr328
ENSMUSG00000059279	protein_coding	Olfr224
ENSMUSG00000060765	protein_coding	Olfr325
ENSMUSG00000056564	protein_coding	Olfr324
ENSMUSG00000037145	protein_coding	2210407C18Rik
ENSMUSG00000043880	protein_coding	Olfr323
ENSMUSG00000037124	protein_coding	Trim58
ENSMUSG00000063549	protein_coding	Olfr322
ENSMUSG00000107711	protein_coding	Olfr320
ENSMUSG00000064044	protein_coding	Olfr319
ENSMUSG00000108265	protein_coding	Olfr318
ENSMUSG00000060030	protein_coding	Olfr317
ENSMUSG00000107677	protein_coding	Olfr316
ENSMUSG00000056959	protein_coding	Olfr315
ENSMUSG00000059504	protein_coding	Olfr314
ENSMUSG00000049154	protein_coding	Fam183b
ENSMUSG00000070438	protein_coding	Olfr313
ENSMUSG00000096806	protein_coding	Olfr312
ENSMUSG00000094805	protein_coding	Olfr311
ENSMUSG00000072915	protein_coding	Gm12258
ENSMUSG00000085744	lncRNA	Gm12259
ENSMUSG00000020491	protein_coding	2810021J22Rik
ENSMUSG00000037001	protein_coding	Zfp39
ENSMUSG00000087654	lncRNA	Gm12256
ENSMUSG00000086063	lncRNA	Gm12257
ENSMUSG00000020490	protein_coding	Btnl10
ENSMUSG00000020496	protein_coding	Rnf187
ENSMUSG00000056895	protein_coding	Hist3h2ba
ENSMUSG00000078851	protein_coding	Hist3h2a
ENSMUSG00000036964	protein_coding	Trim17
ENSMUSG00000085379	lncRNA	2310058D17Rik
ENSMUSG00000020455	protein_coding	Trim11
ENSMUSG00000061462	protein_coding	Obscn
ENSMUSG00000072902	lncRNA	Gm10435
ENSMUSG00000049287	protein_coding	Iba57
ENSMUSG00000043448	protein_coding	Gjc2
ENSMUSG00000020444	protein_coding	Guk1
ENSMUSG00000085882	lncRNA	2610507I01Rik
ENSMUSG00000036860	protein_coding	Mrpl55
ENSMUSG00000020441	protein_coding	2310033P09Rik
ENSMUSG00000048076	protein_coding	Arf1
ENSMUSG00000009900	protein_coding	Wnt3a
ENSMUSG00000000126	protein_coding	Wnt9a
ENSMUSG00000049291	protein_coding	Prss38
ENSMUSG00000086910	lncRNA	Gm15755
ENSMUSG00000009894	protein_coding	Snap47
ENSMUSG00000036819	protein_coding	Jmjd4
ENSMUSG00000054519	protein_coding	Zfp867
ENSMUSG00000020472	protein_coding	Zkscan17
ENSMUSG00000072893	lncRNA	4933439C10Rik
ENSMUSG00000032691	protein_coding	Nlrp3
ENSMUSG00000059610	protein_coding	Olfr222
ENSMUSG00000048919	protein_coding	Olfr223
ENSMUSG00000005417	protein_coding	Mprip
ENSMUSG00000086330	lncRNA	1700007J10Rik
ENSMUSG00000086536	lncRNA	Gm12264
ENSMUSG00000043648	protein_coding	Pld6
ENSMUSG00000032633	protein_coding	Flcn
ENSMUSG00000087249	lncRNA	Gm16062
ENSMUSG00000019373	protein_coding	Cops3
ENSMUSG00000032615	protein_coding	Nt5m
ENSMUSG00000084766	lncRNA	Gm12714
ENSMUSG00000085551	lncRNA	1810063I02Rik
ENSMUSG00000085260	lncRNA	Med9os
ENSMUSG00000061650	protein_coding	Med9
ENSMUSG00000049892	protein_coding	Rasd1
ENSMUSG00000000301	protein_coding	Pemt
ENSMUSG00000062115	protein_coding	Rai1
ENSMUSG00000051008	lncRNA	4930412M03Rik
ENSMUSG00000020538	protein_coding	Srebf1
ENSMUSG00000000538	protein_coding	Tom1l2
ENSMUSG00000085132	lncRNA	Gm12265
ENSMUSG00000056598	protein_coding	Drc3
ENSMUSG00000042709	protein_coding	Atpaf2
ENSMUSG00000018415	protein_coding	Gid4
ENSMUSG00000020537	protein_coding	Drg2
ENSMUSG00000042678	protein_coding	Myo15
ENSMUSG00000042650	protein_coding	Alkbh5
ENSMUSG00000020536	protein_coding	Llgl1
ENSMUSG00000002812	protein_coding	Flii
ENSMUSG00000018599	protein_coding	Mief2
ENSMUSG00000002814	protein_coding	Top3a
ENSMUSG00000049323	protein_coding	Smcr8
ENSMUSG00000020534	protein_coding	Shmt1
ENSMUSG00000042569	protein_coding	Dhrs7b
ENSMUSG00000043284	protein_coding	Tmem11
ENSMUSG00000018931	protein_coding	Natd1
ENSMUSG00000042549	lncRNA	Map2k3os
ENSMUSG00000018932	protein_coding	Map2k3
ENSMUSG00000042529	protein_coding	Kcnj12
ENSMUSG00000010142	protein_coding	Tnfrsf13b
ENSMUSG00000042506	protein_coding	Usp22
ENSMUSG00000019102	protein_coding	Aldh3a1
ENSMUSG00000010025	protein_coding	Aldh3a2
ENSMUSG00000069855	protein_coding	Slc47a2
ENSMUSG00000010122	protein_coding	Slc47a1
ENSMUSG00000109829	lncRNA	Gm45605
ENSMUSG00000010086	protein_coding	Rnf112
ENSMUSG00000042436	protein_coding	Mfap4
ENSMUSG00000001034	protein_coding	Mapk7
ENSMUSG00000060808	lncRNA	B9d1os
ENSMUSG00000001039	protein_coding	B9d1
ENSMUSG00000001036	protein_coding	Epn2
ENSMUSG00000085459	lncRNA	Gm12272
ENSMUSG00000004837	protein_coding	Grap
ENSMUSG00000042371	protein_coding	Slc5a10
ENSMUSG00000042377	protein_coding	Fam83g
ENSMUSG00000020528	protein_coding	Prpsap2
ENSMUSG00000004798	protein_coding	Ulk2
ENSMUSG00000072847	lncRNA	A530017D24Rik
ENSMUSG00000098196	lncRNA	Gm26964
ENSMUSG00000047804	protein_coding	Akap10
ENSMUSG00000084805	lncRNA	Gm12273
ENSMUSG00000042331	protein_coding	Specc1
ENSMUSG00000018500	protein_coding	Adora2b
ENSMUSG00000014243	protein_coding	Zswim7
ENSMUSG00000042298	protein_coding	Ttc19
ENSMUSG00000018501	protein_coding	Ncor1
ENSMUSG00000014245	protein_coding	Pigl
ENSMUSG00000086310	lncRNA	Gm12278
ENSMUSG00000086636	lncRNA	Gm12949
ENSMUSG00000018509	protein_coding	Cenpv
ENSMUSG00000087120	lncRNA	Gm12279
ENSMUSG00000019505	protein_coding	Ubb
ENSMUSG00000085748	lncRNA	Gm12280
ENSMUSG00000018507	protein_coding	Trpv2
ENSMUSG00000086841	lncRNA	2410006H16Rik
ENSMUSG00000046417	protein_coding	Lrrc75a
ENSMUSG00000085762	lncRNA	Lrrc75aos2
ENSMUSG00000085170	lncRNA	Lrrc75aos1
ENSMUSG00000048497	protein_coding	Mmgt2
ENSMUSG00000005267	protein_coding	Zfp287
ENSMUSG00000098292	lncRNA	Gm27194
ENSMUSG00000047342	protein_coding	Zfp286
ENSMUSG00000096083	protein_coding	Gm10428
ENSMUSG00000086674	lncRNA	Zfp286os
ENSMUSG00000047821	protein_coding	Trim16
ENSMUSG00000090173	protein_coding	Fbxw10
ENSMUSG00000014177	protein_coding	Tvp23b
ENSMUSG00000086677	lncRNA	Tvp23bos
ENSMUSG00000087039	lncRNA	Cdrt4os2
ENSMUSG00000042200	protein_coding	Cdrt4
ENSMUSG00000087604	lncRNA	Cdrt4os1
ENSMUSG00000042189	protein_coding	Tekt3
ENSMUSG00000018217	protein_coding	Pmp22
ENSMUSG00000085532	lncRNA	B430319H21Rik
ENSMUSG00000085113	lncRNA	B130011K05Rik
ENSMUSG00000070407	protein_coding	Hs3st3b1
ENSMUSG00000042148	protein_coding	Cox10
ENSMUSG00000086359	lncRNA	9630013K17Rik
ENSMUSG00000084884	lncRNA	Gm12289
ENSMUSG00000087497	lncRNA	2810001G20Rik
ENSMUSG00000087622	lncRNA	Gm12290
ENSMUSG00000047759	protein_coding	Hs3st3a1
ENSMUSG00000086490	lncRNA	Gm12292
ENSMUSG00000020549	protein_coding	Elac2
ENSMUSG00000033389	protein_coding	Arhgap44
ENSMUSG00000020548	protein_coding	1700086D15Rik
ENSMUSG00000020542	protein_coding	Myocd
ENSMUSG00000085162	lncRNA	Gm12295
ENSMUSG00000033352	protein_coding	Map2k4
ENSMUSG00000018347	protein_coding	Zkscan6
ENSMUSG00000056752	protein_coding	Dnah9
ENSMUSG00000084967	lncRNA	Gm12296
ENSMUSG00000053930	protein_coding	Shisa6
ENSMUSG00000072834	lncRNA	Gm12298
ENSMUSG00000048070	protein_coding	Pirt
ENSMUSG00000085683	protein_coding	Tmem238l
ENSMUSG00000085926	lncRNA	Gm12299
ENSMUSG00000050270	protein_coding	Tmem220
ENSMUSG00000020910	protein_coding	Adprm
ENSMUSG00000069844	protein_coding	Sco1
ENSMUSG00000020908	protein_coding	Myh3
ENSMUSG00000087410	lncRNA	2310065F04Rik
ENSMUSG00000033196	protein_coding	Myh2
ENSMUSG00000085479	lncRNA	9430073C21Rik
ENSMUSG00000056328	protein_coding	Myh1
ENSMUSG00000085348	lncRNA	Myhas
ENSMUSG00000057003	protein_coding	Myh4
ENSMUSG00000055775	protein_coding	Myh8
ENSMUSG00000060180	protein_coding	Myh13
ENSMUSG00000033066	protein_coding	Gas7
ENSMUSG00000087058	lncRNA	Gm12301
ENSMUSG00000049928	protein_coding	Glp2r
ENSMUSG00000020907	protein_coding	Rcvrn
ENSMUSG00000097886	protein_coding	Gsg1l2
ENSMUSG00000033044	protein_coding	Dhrs7c
ENSMUSG00000020905	protein_coding	Usp43
ENSMUSG00000055134	lncRNA	9130017K11Rik
ENSMUSG00000020904	protein_coding	Cfap52
ENSMUSG00000020903	protein_coding	Stx8
ENSMUSG00000087242	lncRNA	C78197
ENSMUSG00000020902	protein_coding	Ntn1
ENSMUSG00000084993	lncRNA	Gm12305
ENSMUSG00000020901	protein_coding	Pik3r5
ENSMUSG00000046207	protein_coding	Pik3r6
ENSMUSG00000048329	protein_coding	Mfsd6l
ENSMUSG00000085937	lncRNA	Ccdc42os
ENSMUSG00000045915	protein_coding	Ccdc42
ENSMUSG00000020900	protein_coding	Myh10
ENSMUSG00000018736	protein_coding	Ndel1
ENSMUSG00000046490	protein_coding	Rnf222
ENSMUSG00000060938	protein_coding	Rpl26
ENSMUSG00000032921	protein_coding	Odf4
ENSMUSG00000052921	protein_coding	Arhgef15
ENSMUSG00000018740	protein_coding	Slc25a35
ENSMUSG00000032892	protein_coding	Rangrf
ENSMUSG00000020899	protein_coding	Pfas
ENSMUSG00000020898	protein_coding	Ctc1
ENSMUSG00000020897	protein_coding	Aurkb
ENSMUSG00000072809	lncRNA	9330160F10Rik
ENSMUSG00000045176	protein_coding	Borcs6
ENSMUSG00000020895	protein_coding	Tmem107
ENSMUSG00000020894	protein_coding	Vamp2
ENSMUSG00000020893	protein_coding	Per1
ENSMUSG00000097386	lncRNA	9130213A22Rik
ENSMUSG00000023781	protein_coding	Hes7
ENSMUSG00000020892	protein_coding	Aloxe3
ENSMUSG00000032807	protein_coding	Alox12b
ENSMUSG00000020891	protein_coding	Alox8
ENSMUSG00000020890	protein_coding	Gucy2e
ENSMUSG00000087003	lncRNA	Cntrobos
ENSMUSG00000032782	protein_coding	Cntrob
ENSMUSG00000049299	protein_coding	Trappc1
ENSMUSG00000018470	protein_coding	Kcnab3
ENSMUSG00000086900	lncRNA	Kcnab3os
ENSMUSG00000043419	protein_coding	Rnf227
ENSMUSG00000018474	protein_coding	Chd3
ENSMUSG00000044795	protein_coding	Cyb5d1
ENSMUSG00000059278	protein_coding	Naa38
ENSMUSG00000045377	protein_coding	Tmem88
ENSMUSG00000018476	protein_coding	Kdm6b
ENSMUSG00000085178	lncRNA	Kdm6bos
ENSMUSG00000005237	protein_coding	Dnah2
ENSMUSG00000086591	lncRNA	Dnah2os
ENSMUSG00000003934	protein_coding	Efnb3
ENSMUSG00000041346	protein_coding	Wrap53
ENSMUSG00000059552	protein_coding	Trp53
ENSMUSG00000041329	protein_coding	Atp1b2
ENSMUSG00000005202	protein_coding	Shbg
ENSMUSG00000069835	protein_coding	Sat2
ENSMUSG00000018765	protein_coding	Fxr2
ENSMUSG00000041287	protein_coding	Sox15
ENSMUSG00000018761	protein_coding	Mpdu1
ENSMUSG00000018774	protein_coding	Cd68
ENSMUSG00000059796	protein_coding	Eif4a1
ENSMUSG00000005204	protein_coding	Senp3
ENSMUSG00000085890	lncRNA	Tnfsf13os
ENSMUSG00000089669	protein_coding	Tnfsf13
ENSMUSG00000097328	protein_coding	Tnfsf12
ENSMUSG00000005198	protein_coding	Polr2a
ENSMUSG00000018776	protein_coding	Slc35g3
ENSMUSG00000018750	protein_coding	Zbtb4
ENSMUSG00000041189	protein_coding	Chrnb1
ENSMUSG00000042826	protein_coding	Fgf11
ENSMUSG00000089876	protein_coding	Tmem102
ENSMUSG00000109737	protein_coding	Gm39566
ENSMUSG00000044084	protein_coding	Spem2
ENSMUSG00000041165	protein_coding	Spem1
ENSMUSG00000051790	protein_coding	Nlgn2
ENSMUSG00000070394	protein_coding	Tmem256
ENSMUSG00000019461	protein_coding	Plscr3
ENSMUSG00000001583	protein_coding	Tnk1
ENSMUSG00000094845	protein_coding	Tmem95
ENSMUSG00000046731	protein_coding	Kctd11
ENSMUSG00000001588	protein_coding	Acap1
ENSMUSG00000018570	protein_coding	2810408A11Rik
ENSMUSG00000047284	protein_coding	Neurl4
ENSMUSG00000023170	protein_coding	Gps2
ENSMUSG00000078812	protein_coding	Eif5a
ENSMUSG00000018554	protein_coding	Ybx2
ENSMUSG00000018566	protein_coding	Slc2a4
ENSMUSG00000018569	protein_coding	Cldn7
ENSMUSG00000018565	protein_coding	Elp5
ENSMUSG00000018559	protein_coding	Ctdnep1
ENSMUSG00000018567	protein_coding	Gabarap
ENSMUSG00000018572	protein_coding	Phf23
ENSMUSG00000020888	protein_coding	Dvl2
ENSMUSG00000018574	protein_coding	Acadvl
ENSMUSG00000020886	protein_coding	Dlg4
ENSMUSG00000020884	protein_coding	Asgr1
ENSMUSG00000040963	protein_coding	Asgr2
ENSMUSG00000040950	protein_coding	Mgl2
ENSMUSG00000000318	protein_coding	Clec10a
ENSMUSG00000040938	protein_coding	Slc16a11
ENSMUSG00000044367	protein_coding	Slc16a13
ENSMUSG00000000317	protein_coding	Bcl6b
ENSMUSG00000020831	protein_coding	0610010K14Rik
ENSMUSG00000093989	protein_coding	Rnasek
ENSMUSG00000000320	protein_coding	Alox12
ENSMUSG00000018907	protein_coding	Alox12e
ENSMUSG00000018924	protein_coding	Alox15
ENSMUSG00000018921	protein_coding	Pelp1
ENSMUSG00000060216	protein_coding	Arrb2
ENSMUSG00000018923	protein_coding	Med11
ENSMUSG00000018920	protein_coding	Cxcl16
ENSMUSG00000040829	protein_coding	Zmynd15
ENSMUSG00000018919	protein_coding	Tm4sf5
ENSMUSG00000020830	protein_coding	Vmo1
ENSMUSG00000046811	protein_coding	Gltpd2
ENSMUSG00000018286	protein_coding	Psmb6
ENSMUSG00000109833	protein_coding	Gm40193
ENSMUSG00000020828	protein_coding	Pld2
ENSMUSG00000020827	protein_coding	Mink1
ENSMUSG00000086976	lncRNA	Gm12316
ENSMUSG00000014609	protein_coding	Chrne
ENSMUSG00000087279	protein_coding	4930544D05Rik
ENSMUSG00000085952	lncRNA	Gm12315
ENSMUSG00000050675	protein_coding	Gp1ba
ENSMUSG00000014606	protein_coding	Slc25a11
ENSMUSG00000040746	protein_coding	Rnf167
ENSMUSG00000018293	protein_coding	Pfn1
ENSMUSG00000087523	lncRNA	Gm12319
ENSMUSG00000060600	protein_coding	Eno3
ENSMUSG00000018287	protein_coding	Spag7
ENSMUSG00000040712	protein_coding	Camta2
ENSMUSG00000057054	protein_coding	Inca1
ENSMUSG00000020821	protein_coding	Kif1c
ENSMUSG00000085502	lncRNA	Gm12320
ENSMUSG00000043602	protein_coding	Zfp3
ENSMUSG00000057135	protein_coding	Scimp
ENSMUSG00000020817	protein_coding	Rabep1
ENSMUSG00000093858	lncRNA	Gm19967
ENSMUSG00000040667	protein_coding	Nup88
ENSMUSG00000018449	protein_coding	Rpain
ENSMUSG00000018446	protein_coding	C1qbp
ENSMUSG00000040620	protein_coding	Dhx33
ENSMUSG00000018442	protein_coding	Derl2
ENSMUSG00000040599	protein_coding	Mis12
ENSMUSG00000018451	protein_coding	6330403K07Rik
ENSMUSG00000069830	protein_coding	Nlrp1a
ENSMUSG00000070390	protein_coding	Nlrp1b
ENSMUSG00000085230	lncRNA	Gm16013
ENSMUSG00000072753	lncRNA	9230020A06Rik
ENSMUSG00000111450	lncRNA	Gm33351
ENSMUSG00000087116	lncRNA	Gm12324
ENSMUSG00000085659	lncRNA	Gm12325
ENSMUSG00000085251	lncRNA	Gm12326
ENSMUSG00000020811	protein_coding	Wscd1
ENSMUSG00000085528	lncRNA	4930401O10Rik
ENSMUSG00000040554	protein_coding	Aipl1
ENSMUSG00000020808	protein_coding	Pimreg
ENSMUSG00000040543	protein_coding	Pitpnm3
ENSMUSG00000020807	protein_coding	4933427D14Rik
ENSMUSG00000107877	protein_coding	Gm43951
ENSMUSG00000020803	protein_coding	Txndc17
ENSMUSG00000020801	protein_coding	Med31
ENSMUSG00000053574	protein_coding	4930563E22Rik
ENSMUSG00000020805	protein_coding	Slc13a5
ENSMUSG00000086951	lncRNA	1700051A21Rik
ENSMUSG00000040483	protein_coding	Xaf1
ENSMUSG00000070388	protein_coding	Fbxo39
ENSMUSG00000020799	protein_coding	Tekt1
ENSMUSG00000045667	protein_coding	Smtnl2
ENSMUSG00000040471	protein_coding	Ggt6
ENSMUSG00000040463	protein_coding	Mybbp1a
ENSMUSG00000040447	protein_coding	Spns2
ENSMUSG00000020798	protein_coding	Spns3
ENSMUSG00000020794	protein_coding	Ube2g1
ENSMUSG00000020790	protein_coding	Ankfy1
ENSMUSG00000057778	protein_coding	Cyb5d2
ENSMUSG00000055670	protein_coding	Zzef1
ENSMUSG00000020788	protein_coding	Atp2a3
ENSMUSG00000020787	protein_coding	P2rx1
ENSMUSG00000086943	lncRNA	4732414G09Rik
ENSMUSG00000020785	protein_coding	Camkk1
ENSMUSG00000020783	protein_coding	Ncbp3
ENSMUSG00000005947	protein_coding	Itgae
ENSMUSG00000050107	protein_coding	Haspin
ENSMUSG00000005950	protein_coding	P2rx5
ENSMUSG00000047260	protein_coding	Emc6
ENSMUSG00000040158	protein_coding	Tax1bp3
ENSMUSG00000005949	protein_coding	Ctns
ENSMUSG00000005951	protein_coding	Shpk
ENSMUSG00000005952	protein_coding	Trpv1
ENSMUSG00000043029	protein_coding	Trpv3
ENSMUSG00000020774	protein_coding	Aspa
ENSMUSG00000112920	protein_coding	Spata22
ENSMUSG00000062128	protein_coding	Olfr20
ENSMUSG00000063881	protein_coding	Olfr376
ENSMUSG00000069823	protein_coding	Olfr1
ENSMUSG00000055971	protein_coding	Olfr378
ENSMUSG00000072709	protein_coding	Olfr380
ENSMUSG00000072708	protein_coding	Olfr381
ENSMUSG00000095312	protein_coding	Olfr382
ENSMUSG00000095095	protein_coding	Olfr385
ENSMUSG00000060335	protein_coding	Olfr384
ENSMUSG00000060630	protein_coding	Zfp735
ENSMUSG00000070383	protein_coding	Olfr389
ENSMUSG00000069818	protein_coding	Olfr390
ENSMUSG00000070382	protein_coding	Olfr391-ps
ENSMUSG00000061984	protein_coding	Olfr392
ENSMUSG00000094488	protein_coding	Olfr393
ENSMUSG00000056921	protein_coding	Olfr394
ENSMUSG00000062186	protein_coding	Olfr395
ENSMUSG00000069816	protein_coding	Olfr23
ENSMUSG00000057050	protein_coding	Olfr397
ENSMUSG00000049041	protein_coding	Olfr398
ENSMUSG00000047444	protein_coding	Olfr139
ENSMUSG00000043692	protein_coding	Olfr399
ENSMUSG00000069476	protein_coding	Zfp616
ENSMUSG00000070380	protein_coding	Olfr401
ENSMUSG00000070379	protein_coding	Olfr402
ENSMUSG00000070378	protein_coding	Olfr403
ENSMUSG00000070377	protein_coding	Olfr43
ENSMUSG00000070375	protein_coding	Olfr406
ENSMUSG00000070374	protein_coding	Olfr59
ENSMUSG00000063116	protein_coding	Olfr410
ENSMUSG00000054406	protein_coding	Olfr411
ENSMUSG00000058275	protein_coding	Olfr412
ENSMUSG00000038807	protein_coding	Rap1gap2
ENSMUSG00000069814	protein_coding	Ccdc92b
ENSMUSG00000020741	protein_coding	Cluh
ENSMUSG00000020745	protein_coding	Pafah1b1
ENSMUSG00000010554	protein_coding	Mettl16
ENSMUSG00000000282	protein_coding	Mnt
ENSMUSG00000038351	protein_coding	Sgsm2
ENSMUSG00000038335	protein_coding	Tsr1
ENSMUSG00000001323	protein_coding	Srr
ENSMUSG00000038290	protein_coding	Smg6
ENSMUSG00000101295	lncRNA	Gm28180
ENSMUSG00000085765	lncRNA	Gm12333
ENSMUSG00000043099	protein_coding	Hic1
ENSMUSG00000085609	lncRNA	1700016P03Rik
ENSMUSG00000038268	protein_coding	Ovca2
ENSMUSG00000078789	protein_coding	Dph1
ENSMUSG00000045287	protein_coding	Rtn4rl1
ENSMUSG00000000751	protein_coding	Rpa1
ENSMUSG00000018809	protein_coding	Smyd4
ENSMUSG00000000753	protein_coding	Serpinf1
ENSMUSG00000085359	lncRNA	Gm12336
ENSMUSG00000038224	protein_coding	Serpinf2
ENSMUSG00000045374	protein_coding	Wdr81
ENSMUSG00000085148	lncRNA	Mir22hg
ENSMUSG00000038217	protein_coding	Tlcd2
ENSMUSG00000020850	protein_coding	Prpf8
ENSMUSG00000038195	protein_coding	Rilp
ENSMUSG00000038188	protein_coding	Scarf1
ENSMUSG00000109715	lncRNA	Gm45606
ENSMUSG00000038178	protein_coding	Slc43a2
ENSMUSG00000017781	protein_coding	Pitpna
ENSMUSG00000085088	lncRNA	4931413K12Rik
ENSMUSG00000006127	protein_coding	Inpp5k
ENSMUSG00000017774	protein_coding	Myo1c
ENSMUSG00000017776	protein_coding	Crk
ENSMUSG00000020849	protein_coding	Ywhae
ENSMUSG00000020848	protein_coding	Doc2b
ENSMUSG00000087059	lncRNA	Gm12339
ENSMUSG00000020847	protein_coding	Rph3al
ENSMUSG00000087322	lncRNA	Gm16075
ENSMUSG00000053783	protein_coding	1700016K19Rik
ENSMUSG00000020846	protein_coding	Rflnb
ENSMUSG00000017288	protein_coding	Vps53
ENSMUSG00000017286	protein_coding	Glod4
ENSMUSG00000069808	protein_coding	Fam57a
ENSMUSG00000049396	protein_coding	Gemin4
ENSMUSG00000038057	protein_coding	Dbil5
ENSMUSG00000038046	protein_coding	Mrm3
ENSMUSG00000020844	protein_coding	Nxn
ENSMUSG00000020843	protein_coding	Timm22
ENSMUSG00000017631	protein_coding	Abr
ENSMUSG00000044243	protein_coding	Bhlha9
ENSMUSG00000046275	protein_coding	Trarg1
ENSMUSG00000010392	protein_coding	Gosr1
ENSMUSG00000020841	protein_coding	Cpd
ENSMUSG00000020839	protein_coding	Tmigd1
ENSMUSG00000020840	protein_coding	Blmh
ENSMUSG00000020838	protein_coding	Slc6a4
ENSMUSG00000087398	lncRNA	Gm12343
ENSMUSG00000037958	protein_coding	Nsrp1
ENSMUSG00000050944	protein_coding	Efcab5
ENSMUSG00000109010	lncRNA	Gm45027
ENSMUSG00000037926	protein_coding	Ssh2
ENSMUSG00000020836	protein_coding	Coro6
ENSMUSG00000037907	protein_coding	Ankrd13b
ENSMUSG00000011877	protein_coding	Git1
ENSMUSG00000044328	protein_coding	Trp53i13
ENSMUSG00000000686	protein_coding	Abhd15
ENSMUSG00000072673	lncRNA	Gm10392
ENSMUSG00000017291	protein_coding	Taok1
ENSMUSG00000037857	protein_coding	Nufip2
ENSMUSG00000000724	protein_coding	Cryba1
ENSMUSG00000000631	protein_coding	Myo18a
